name,time,distance,speed,status,trend
中山路,23-14-48,600,5.36,4,持平
江汉桥,23-14-48,750,5.36,4,加重
中山大道,23-14-48,2010,6.77,4,加重
友谊大道,23-14-48,790,18.34,3,加重
解放大道,23-15-14,1100,11.07,4,加重
解放大道,23-15-14,590,8.12,4,缓解
解放大道,23-15-14,1210,9.24,4,持平
武胜路,23-15-14,1100,1.34,4,持平
利济北路,23-15-14,780,8.3,3,加重
胭脂路,23-15-14,500,8.39,3,缓解
徐东大街,23-15-14,1780,15.02,3,加重
武汉大道,23-15-14,1540,29.58,3,加重
中山路,23-15-14,600,5.36,4,持平
江汉桥,23-15-14,1060,6.58,4,缓解
中山大道,23-15-14,4180,16.27,2,加重
中山大道,23-15-14,4190,15.13,2,加重
友谊大道,23-15-14,1080,11.5,3,加重
中北路,23-15-28,510,10,4,加重
解放大道,23-15-28,590,6.59,4,加重
解放大道,23-15-28,570,4.37,4,加重
解放大道,23-15-28,1240,12.56,4,持平
解放大道,23-15-28,1250,10.86,3,加重
解放大道,23-15-28,740,18.6,3,加重
武胜路,23-15-28,790,18.6,2,缓解
利济北路,23-15-28,780,12.35,2,缓解
胭脂路,23-15-28,500,3.66,4,缓解
自治街,23-15-28,540,6.28,3,加重
前进一路,23-15-28,830,7.21,3,加重
中山路,23-15-28,600,5.36,4,持平
江汉桥,23-15-28,750,18.6,2,缓解
中山大道,23-15-28,5620,10.57,3,持平
中山大道,23-15-28,4060,17.03,2,缓解
友谊南路,23-15-28,500,17.71,2,加重
解放大道,23-15-44,1250,3.63,4,加重
解放大道,23-15-44,2070,21.71,3,加重
解放大道,23-15-44,3590,22.82,3,持平
利济北路,23-15-44,780,9.45,3,加重
胭脂路,23-15-44,500,4.28,4,缓解
民主一街,23-15-44,740,2.88,4,加重
武汉大道,23-15-44,1610,29.61,3,加重
中山路,23-15-44,550,14.58,3,加重
中北路,23-16-19,660,15.14,2,加重
京汉大道,23-16-19,3420,21.25,2,加重
解放大道,23-16-19,1000,11.18,3,缓解
解放大道,23-16-19,3700,17.02,3,持平
解放大道,23-16-19,740,22.17,3,加重
利济北路,23-16-19,780,2.19,4,加重
大兴路,23-16-19,520,14.33,3,加重
胭脂路,23-16-19,500,1,4,加重
中山大道,23-16-19,4330,7.28,4,加重
京汉大道,23-16-38,2810,17.85,2,持平
京汉大道,23-16-38,4210,19.28,2,加重
解放大道,23-16-38,3170,17.86,3,持平
解放大道,23-16-38,1210,13.21,3,缓解
解放大道,23-16-38,800,20.13,2,加重
利济北路,23-16-38,780,15.37,2,缓解
徐东大街,23-16-38,1760,7.53,3,加重
自治街,23-16-38,800,11.78,2,加重
多福路,23-16-38,500,13.98,3,加重
武珞路辅路,23-16-38,520,13.36,3,持平
沿河大道,23-16-38,560,5.92,4,加重
中山大道,23-16-38,1390,17.6,2,持平
中山大道,23-16-38,3060,19.69,2,缓解
友谊大道,23-16-38,1150,10.84,3,加重
友谊大道,23-16-38,1220,19.98,3,加重
京汉大道,23-16-50,990,11.86,3,加重
京汉大道,23-16-50,4430,15.61,2,持平
解放大道,23-16-50,590,8.33,4,加重
解放大道,23-16-50,2660,16.3,3,持平
解放大道,23-16-50,970,13.14,3,持平
解放大道,23-16-50,2070,23.6,3,加重
胭脂路,23-16-50,500,3.71,4,加重
武汉大道,23-16-50,540,13.34,4,加重
民主路,23-16-50,1000,2.59,4,加重
武珞路,23-16-50,1360,13.32,3,加重
前进一路,23-16-50,600,14.47,2,加重
沿河大道,23-16-50,650,3.04,4,加重
中山大道,23-16-50,540,13.65,2,加重
中山大道,23-16-50,4310,17.16,2,持平
友谊大道,23-16-50,1210,20.31,3,持平
京汉大道,23-17-16,2090,5.82,4,加重
京汉大道,23-17-16,5990,17.32,2,持平
解放大道,23-17-16,730,12.66,4,加重
解放大道,23-17-16,890,8.57,4,加重
解放大道,23-17-16,1040,15.51,4,持平
解放大道,23-17-16,580,16.55,3,加重
解放大道,23-17-16,2280,26.19,3,持平
武胜路,23-17-16,790,11.7,3,加重
武胜路,23-17-16,790,18.6,2,加重
利济北路,23-17-16,750,6.37,3,加重
大兴路,23-17-16,540,16.82,2,持平
胭脂路,23-17-16,500,1.71,4,加重
徐东大街,23-17-16,2080,14.42,3,缓解
珞喻路,23-17-16,770,10.67,4,加重
武珞路辅路,23-17-16,620,5.36,4,加重
拦江路,23-17-16,540,13.76,2,加重
武汉大道,23-17-16,850,13.8,4,加重
武汉大道,23-17-16,1200,18.9,3,加重
武汉大道,23-17-16,1400,17.63,3,持平
武珞路,23-17-16,610,21.38,2,缓解
鹦鹉大道,23-17-16,1230,14.65,3,加重
沿河大道,23-17-16,690,1.85,4,持平
江汉桥,23-17-16,750,18.6,2,加重
顺道街,23-17-16,540,4.85,4,加重
黄浦大街,23-17-16,2290,19.97,2,加重
中山大道,23-17-16,4530,7.53,3,加重
中山大道,23-17-16,660,9.06,3,加重
中南路,23-17-16,700,8.58,4,缓解
友谊大道,23-17-16,1270,19.75,3,持平
中北路,23-17-31,820,11.36,4,持平
中北路,23-17-31,720,18.6,3,加重
和平大道,23-17-31,690,20.83,2,持平
京汉大道,23-17-31,2900,14.37,2,持平
京汉大道,23-17-31,7250,18,2,加重
解放大道,23-17-31,1510,11.76,4,加重
解放大道,23-17-31,1200,11.51,4,持平
解放大道,23-17-31,890,7.73,4,加重
解放大道,23-17-31,630,16.31,3,持平
解放大道,23-17-31,5030,16.3,3,加重
解放大道,23-17-31,750,12.03,3,加重
武胜路,23-17-31,790,5.35,4,缓解
西马路,23-17-31,510,6.75,3,加重
胭脂路,23-17-31,500,5.17,4,缓解
徐东大街,23-17-31,1870,3.69,4,加重
徐东大街,23-17-31,1890,13.57,3,加重
解放路,23-17-31,1330,3.01,4,加重
武珞路辅路,23-17-31,630,7.89,3,加重
武汉大道,23-17-31,2230,16.73,4,持平
武汉大道,23-17-31,4400,16.45,4,持平
武汉大道,23-17-31,1620,17.02,4,持平
民主路,23-17-31,980,16.09,2,加重
武珞路,23-17-31,600,5.79,4,加重
武珞路,23-17-31,2370,16.54,3,加重
粮道街,23-17-31,840,13.23,2,加重
鹦鹉大道,23-17-31,1180,9.77,3,持平
鹦鹉大道,23-17-31,840,19.47,2,缓解
沿河大道,23-17-31,580,4.86,4,缓解
中山路,23-17-31,550,20.43,3,持平
中山路,23-17-31,830,22.61,3,加重
中山路,23-17-31,520,14.36,2,加重
顺道街,23-17-31,540,4.97,4,加重
黄浦大街,23-17-31,660,15.7,3,加重
中山大道,23-17-31,3100,7.4,4,持平
中山大道,23-17-31,840,12.67,2,加重
秦园东路,23-17-31,610,19.16,2,加重
中南路,23-17-31,700,8.81,4,加重
友谊大道,23-17-31,570,14.08,3,加重
友谊大道,23-17-31,1450,16.92,3,持平
江汉北路,23-17-44,660,9.11,3,加重
中北路,23-17-44,720,18.6,3,加重
中北路,23-17-44,700,19.08,3,加重
和平大道,23-17-44,1230,14.98,3,加重
京汉大道,23-17-44,3810,14.51,2,加重
京汉大道,23-17-44,7340,18.45,2,加重
解放大道,23-17-44,890,6.15,4,加重
解放大道,23-17-44,580,11.35,4,加重
解放大道,23-17-44,2320,16.09,3,加重
解放大道,23-17-44,680,7.01,3,加重
解放大道,23-17-44,2730,18.65,3,加重
解放大道,23-17-44,1180,12.56,3,加重
解放大道,23-17-44,5430,16.61,3,加重
武胜路,23-17-44,680,2.41,4,加重
武胜路,23-17-44,790,5.36,4,加重
沙湖大道,23-17-44,550,1.46,4,加重
沙湖大道,23-17-44,950,7.06,4,加重
沙湖大道,23-17-44,1690,17.58,2,加重
沙湖路,23-17-44,1030,19.26,2,持平
利济北路,23-17-44,750,12.51,2,加重
沿江大道,23-17-44,670,1.52,4,加重
徐东大街,23-17-44,2080,4,4,持平
徐东大街,23-17-44,2330,12.14,3,加重
公正路,23-17-44,760,7.84,4,加重
珞喻路,23-17-44,900,5.69,4,加重
珞喻路,23-17-44,1660,20.29,3,加重
解放路,23-17-44,1600,3.92,4,缓解
武珞路辅路,23-17-44,560,12.24,3,加重
武珞路辅路,23-17-44,730,12.11,3,持平
拦江路,23-17-44,590,7.2,3,加重
团结大道,23-17-44,610,15,3,加重
武汉大道,23-17-44,2400,16.87,4,持平
武汉大道,23-17-44,1620,16.08,4,持平
武汉大道,23-17-44,7970,26.47,3,持平
民主路,23-17-44,1840,4.14,4,加重
武珞路,23-17-44,910,1.9,4,缓解
武珞路,23-17-44,1740,4.42,4,加重
武珞路,23-17-44,2390,9.36,3,加重
粮道街,23-17-44,1070,14.07,2,持平
鹦鹉大道,23-17-44,1230,3.99,4,加重
沿河大道,23-17-44,1390,12.79,3,加重
沿河大道,23-17-44,2700,17.28,2,加重
中山路,23-17-44,600,5.36,4,加重
中山路,23-17-44,550,16.81,3,持平
中山路,23-17-44,860,13.83,3,加重
江汉桥,23-17-44,750,5.36,4,加重
黄浦大街,23-17-44,2140,22.49,2,持平
中山大道,23-17-44,3310,6.77,4,加重
中山大道,23-17-44,4880,16.49,2,持平
秦园东路,23-17-44,610,18.01,2,加重
南京路,23-17-44,790,9.62,3,加重
胜利街,23-17-44,1490,14.84,2,加重
大智路,23-17-44,620,1.51,4,加重
鄱阳街,23-17-44,630,16.36,2,加重
中南路,23-17-44,1190,7.05,4,持平
友谊大道,23-17-44,550,1,4,加重
友谊大道,23-17-44,610,16.83,3,缓解
江汉北路,23-18-16,850,3.15,4,加重
江汉北路,23-18-16,1200,7.53,3,持平
中北路,23-18-16,720,2.61,4,加重
中北路,23-18-16,1810,8.64,4,持平
中北路,23-18-16,830,6.15,4,持平
和平大道,23-18-16,610,8.02,4,加重
台北路,23-18-16,1410,2.37,4,加重
京汉大道,23-18-16,5930,17.76,2,持平
京汉大道,23-18-16,3810,17.69,2,持平
解放大道,23-18-16,600,2.09,4,加重
解放大道,23-18-16,650,3.5,4,加重
解放大道,23-18-16,640,5.83,4,加重
解放大道,23-18-16,990,6.78,4,加重
解放大道,23-18-16,1760,12.93,4,加重
解放大道,23-18-16,4920,13.1,4,持平
解放大道,23-18-16,630,17.29,3,缓解
武胜路,23-18-16,790,5.36,4,持平
晴川桥,23-18-16,610,13.96,3,加重
沙湖大道,23-18-16,950,5.36,4,持平
沙湖路,23-18-16,950,15.92,3,加重
香港路,23-18-16,1610,3.07,4,加重
沿江大道,23-18-16,1130,9.52,3,加重
民意四路,23-18-16,830,2.75,4,加重
晴川街,23-18-16,670,11.6,4,加重
徐东大街,23-18-16,700,2.26,4,加重
徐东大街,23-18-16,1920,4.22,4,加重
楚汉路,23-18-16,530,9.54,3,加重
楚汉路,23-18-16,2160,39.53,2,加重
珞喻路,23-18-16,1660,9.21,4,加重
珞喻路,23-18-16,900,11.28,4,缓解
珞喻路,23-18-16,500,18.6,3,持平
多福路,23-18-16,830,14.03,3,加重
武珞路辅路,23-18-16,620,5.36,4,加重
黄石路,23-18-16,720,6.71,3,加重
武汉大道,23-18-16,1880,12.99,4,加重
武汉大道,23-18-16,4260,14.67,4,持平
武汉大道,23-18-16,2950,18.12,3,缓解
民主路,23-18-16,680,5.57,4,加重
武汉长江大桥,23-18-16,1170,9.49,4,加重
武珞路,23-18-16,980,2.67,4,加重
游艺路,23-18-16,580,11.37,2,加重
鹦鹉大道,23-18-16,1030,2.62,4,持平
沿河大道,23-18-16,870,1.17,4,持平
中山路,23-18-16,1020,2.06,4,持平
中山路,23-18-16,600,5.36,4,加重
中山路,23-18-16,550,14.75,3,持平
中山路,23-18-16,830,22.34,3,加重
江汉桥,23-18-16,750,5.36,4,持平
黄浦大街,23-18-16,1780,18.46,3,持平
中山大道,23-18-16,4390,8.68,3,持平
中山大道,23-18-16,1260,13.93,2,加重
中山大道,23-18-16,1240,15.22,2,缓解
中山大道,23-18-16,840,15.48,2,加重
秦园东路,23-18-16,860,12.32,3,缓解
胜利街,23-18-16,910,16.09,2,加重
中南路,23-18-16,1190,8.66,3,持平
友谊大道,23-18-16,1560,3.34,4,持平
友谊大道,23-18-16,780,6.14,4,加重
江汉北路,23-18-36,540,6.65,3,持平
江汉北路,23-18-36,1190,12,3,持平
中北路,23-18-36,830,1.65,4,加重
和平大道,23-18-36,750,22.54,2,缓解
台北路,23-18-36,2200,5.82,4,缓解
京汉大道,23-18-36,2960,7,4,持平
京汉大道,23-18-36,7340,16.29,2,加重
解放大道,23-18-36,520,6.13,4,缓解
解放大道,23-18-36,1030,14.7,4,持平
解放大道,23-18-36,3020,15.16,3,持平
解放大道,23-18-36,890,16.67,3,持平
解放大道,23-18-36,7940,19.95,3,持平
晴川桥,23-18-36,740,7.12,4,加重
沙湖大道,23-18-36,950,5.36,4,加重
沙湖路,23-18-36,1360,15.63,2,加重
沙湖路,23-18-36,610,16.96,2,加重
香港路,23-18-36,2020,5.63,4,加重
沿江大道,23-18-36,610,18.68,2,加重
晴川街,23-18-36,890,7.3,4,加重
武汉长江隧道,23-18-36,1390,26.32,3,加重
徐东大街,23-18-36,2080,4.61,4,加重
徐东大街,23-18-36,2030,5.42,4,加重
楚汉路,23-18-36,780,16.45,2,加重
珞喻路,23-18-36,690,6.99,4,加重
珞喻路,23-18-36,570,7.89,4,加重
珞喻路,23-18-36,930,9.74,4,加重
武珞路辅路,23-18-36,630,4.3,4,持平
黄石路,23-18-36,960,7.38,3,加重
团结大道,23-18-36,800,17.73,2,缓解
武汉大道,23-18-36,610,15.36,4,持平
武汉大道,23-18-36,4260,16.08,4,持平
武汉大道,23-18-36,2910,19.35,3,持平
民主路,23-18-36,680,7.25,3,加重
武汉长江大桥,23-18-36,1490,21.33,3,持平
武珞路,23-18-36,980,3.18,4,持平
武珞路,23-18-36,2320,4.75,4,加重
鹦鹉大道,23-18-36,1020,19.58,2,加重
沿河大道,23-18-36,1910,4.89,4,持平
中山路,23-18-36,970,8.33,4,加重
中山路,23-18-36,550,16.97,3,持平
中山路,23-18-36,830,24.53,3,持平
中山路,23-18-36,600,13.64,3,加重
中山大道,23-18-36,890,4.63,4,加重
中山大道,23-18-36,4310,19.47,2,加重
胜利街,23-18-36,1230,17.28,2,加重
中南路,23-18-36,1190,9.54,3,缓解
友谊大道,23-18-36,610,17.49,3,缓解
和平大道,23-18-45,580,1.78,4,加重
团结路,23-18-45,650,19.69,2,加重
台北路,23-18-45,1420,6.05,4,加重
台北路,23-18-45,2110,5.69,4,持平
京汉大道,23-18-45,1660,3.64,4,加重
京汉大道,23-18-45,3820,13.95,3,加重
解放大道,23-18-45,950,11.66,4,加重
解放大道,23-18-45,730,20.64,3,缓解
解放大道,23-18-45,2880,22.07,3,缓解
晴川桥,23-18-45,740,1.83,4,加重
沙湖大道,23-18-45,510,8.98,3,缓解
沙湖路,23-18-45,950,18.26,2,持平
香港路,23-18-45,1350,4.39,4,加重
晴川街,23-18-45,810,1.71,4,加重
胭脂路,23-18-45,500,3.67,4,加重
徐东大街,23-18-45,1730,4.7,4,持平
珞喻路,23-18-45,500,6.87,4,持平
珞喻路,23-18-45,700,18.5,3,缓解
武珞路辅路,23-18-45,620,5.36,4,加重
武珞路辅路,23-18-45,630,6.28,4,缓解
黄石路,23-18-45,720,3.95,4,加重
团结大道,23-18-45,510,6.31,4,加重
团结大道,23-18-45,500,18.39,2,持平
武汉大道,23-18-45,4260,18.22,3,持平
武汉大道,23-18-45,2770,21.86,3,持平
民主路,23-18-45,2490,13.04,3,缓解
武珞路,23-18-45,980,10.71,3,缓解
武珞路,23-18-45,2330,19.45,2,缓解
鹦鹉大道,23-18-45,1030,17.94,2,持平
沿河大道,23-18-45,1680,13.97,3,缓解
中山路,23-18-45,1100,22.63,2,持平
黄浦大街,23-18-45,1550,16.26,3,加重
中山大道,23-18-45,660,5.98,4,持平
中山大道,23-18-45,960,6.5,3,加重
中山大道,23-18-45,4270,17.65,2,持平
胜利街,23-18-45,1540,16.97,2,持平
中南路,23-18-45,980,10.03,3,持平
友谊大道,23-18-45,1040,15.31,3,加重
台北路,23-19-12,2300,14.49,2,缓解
解放大道,23-19-12,2270,28.92,3,缓解
解放大道,23-19-12,2340,29.24,2,持平
解放大道,23-19-12,1000,26.21,2,持平
沙湖路,23-19-12,950,18.72,2,持平
香港路,23-19-12,1250,4.81,4,缓解
武珞路辅路,23-19-12,780,13.73,3,缓解
武珞路辅路,23-19-12,530,16.24,2,加重
拦江路,23-19-12,540,13.6,2,缓解
黄石路,23-19-12,720,5.89,3,持平
江汉二路,23-19-12,720,6.34,3,加重
团结大道,23-19-12,1090,20.66,2,缓解
武汉大道,23-19-12,1970,20.55,3,缓解
武汉大道,23-19-12,1790,21.47,3,持平
武珞路,23-19-12,680,9.18,3,持平
武珞路,23-19-12,2360,12.29,3,持平
鹦鹉大道,23-19-12,620,1.53,4,持平
中山路,23-19-12,1020,2.12,4,加重
中山路,23-19-12,830,9.38,4,持平
中山路,23-19-12,550,10.37,4,加重
中山大道,23-19-12,630,9.33,3,缓解
中山大道,23-19-12,660,8.75,3,加重
民生路,23-19-12,510,8.37,3,加重
中南路,23-19-12,630,9.36,3,缓解
七星路,23-19-25,680,7.44,4,加重
解放大道,23-19-25,510,5.42,4,加重
解放大道,23-19-25,620,19.05,2,持平
徐东大街,23-19-25,1790,16.23,2,缓解
黄石路,23-19-25,720,2.17,4,加重
团结大道,23-19-25,1120,20.3,2,持平
武汉大道,23-19-25,1300,20.64,3,持平
武珞路,23-19-25,970,7.73,4,缓解
中山路,23-19-25,1360,2.38,4,持平
中山路,23-19-25,830,11.4,4,持平
中山大道,23-19-25,5160,10.62,3,加重
中南路,23-19-25,560,10.41,3,持平
京汉大道,23-19-44,1570,19.88,2,加重
解放大道,23-19-44,750,2.44,4,加重
芦沟桥路,23-19-44,600,2.16,4,加重
沿江大道,23-19-44,530,5.6,4,加重
武汉大道,23-19-44,540,16.93,3,持平
胜利街,23-19-44,1000,17.09,2,加重
解放大道,23-20-40,500,8.03,4,加重
万松园路,23-20-40,640,10.89,3,加重
武珞路辅路,23-20-40,630,3.23,4,加重
武珞路,23-20-40,1360,13.52,3,加重
中山大道,23-20-40,1570,4.92,4,加重
中北路,24-08-19,720,18.6,3,加重
台北路,24-08-19,750,7.36,3,加重
台北路,24-08-19,570,8.25,3,加重
京汉大道,24-08-19,890,7.9,3,持平
京汉大道,24-08-19,990,11.27,3,加重
解放大道,24-08-19,12050,10.06,4,加重
解放大道,24-08-19,570,15.24,4,持平
解放大道,24-08-19,4940,14.02,3,加重
解放大道,24-08-19,1000,22.87,2,缓解
武胜路,24-08-19,1260,6.94,4,加重
晴川桥,24-08-19,510,16.17,3,加重
武汉长江隧道,24-08-19,530,19.2,3,持平
胭脂路,24-08-19,500,5.2,4,加重
武珞路辅路,24-08-19,590,5.36,4,加重
武珞路辅路,24-08-19,630,15.13,2,加重
武汉大道,24-08-19,1230,14.01,4,加重
武汉大道,24-08-19,1400,17.24,3,持平
武汉大道,24-08-19,3240,26.15,3,缓解
武珞路,24-08-19,1980,12.89,3,缓解
中山路,24-08-19,540,16.02,3,加重
中山路,24-08-19,570,14.98,3,持平
中山路,24-08-19,600,14.77,3,持平
江汉桥,24-08-19,1170,6.97,4,持平
黄浦大街,24-08-19,1420,11.46,3,持平
中山大道,24-08-19,730,16.42,3,加重
中山大道,24-08-19,650,19.26,2,缓解
秦园东路,24-08-19,610,18.2,2,缓解
胜利街,24-08-19,850,9.8,3,加重
中南路,24-08-19,710,17.45,2,持平
友谊南路,24-08-19,500,1.85,4,加重
友谊大道,24-08-19,1450,3.18,4,持平
解放大道,24-09-56,510,2.06,4,持平
解放大道,24-09-56,590,2.54,4,持平
解放大道,24-09-56,3700,23.02,3,持平
武胜路,24-09-56,1100,6.2,4,持平
武胜路,24-09-56,790,21.22,2,加重
利济北路,24-09-56,780,7.05,3,加重
胭脂路,24-09-56,500,1,4,持平
尚隆路,24-09-56,660,10.75,3,加重
武汉大道,24-09-56,1750,13.63,4,加重
武汉大道,24-09-56,1520,23.83,3,加重
武珞路,24-09-56,530,17.7,2,加重
鹦鹉大道,24-09-56,1030,9.72,3,持平
中山路,24-09-56,540,20.54,3,持平
江汉桥,24-09-56,1170,6.53,4,持平
中山大道,24-09-56,1610,5.86,4,加重
中北路,24-19-15,820,11.48,4,加重
和平大道,24-19-15,1230,18.68,3,持平
台北路,24-19-15,1390,11.72,3,持平
京汉大道,24-19-15,7250,9.03,3,持平
解放大道,24-19-15,810,9.64,4,加重
解放大道,24-19-15,2660,17.99,3,持平
解放大道,24-19-15,4000,21.5,3,缓解
沙湖路,24-19-15,950,19.23,2,缓解
香港路,24-19-15,710,9.68,3,缓解
沿江大道,24-19-15,770,10.16,3,加重
前进四路,24-19-15,840,12.68,2,加重
武汉长江隧道,24-19-15,2590,30.41,3,加重
胭脂路,24-19-15,500,3.36,4,加重
徐东大街,24-19-15,2230,5.91,4,加重
徐东大街,24-19-15,760,8.52,3,持平
珞喻路,24-19-15,710,1.4,4,加重
珞喻路,24-19-15,600,5.31,4,加重
临江大道,24-19-15,760,2.14,4,加重
武珞路辅路,24-19-15,520,6.26,4,持平
拦江路,24-19-15,540,8.23,3,缓解
团结大道,24-19-15,1120,17.17,2,缓解
紫沙路,24-19-15,730,9.37,3,加重
武汉大道,24-19-15,1890,12.72,4,加重
武珞路,24-19-15,2350,13.3,3,持平
武珞路,24-19-15,2960,16.65,3,缓解
铭新街,24-19-15,780,5.47,3,加重
中山路,24-19-15,600,5.36,4,加重
中山路,24-19-15,830,23.22,3,持平
黄浦大街,24-19-15,1800,20.51,2,加重
中山大道,24-19-15,760,4.84,4,加重
中山大道,24-19-15,2560,6.24,4,加重
中山大道,24-19-15,1740,12.61,3,缓解
中山大道,24-19-15,840,14.64,2,缓解
秦园东路,24-19-15,1120,10.8,3,缓解
大智路,24-19-15,620,6.15,4,缓解
鄱阳街,24-19-15,740,8.23,3,加重
中南路,24-19-15,560,8.24,4,缓解
友谊大道,24-19-15,780,8.1,3,加重
交易街,24-19-15,510,6.27,3,缓解
中北路,24-19-26,820,10,4,加重
和平大道,24-19-26,1000,15.8,3,加重
台北路,24-19-26,1390,15.03,2,持平
京汉大道,24-19-26,7920,10.93,3,缓解
解放大道,24-19-26,1300,13.82,4,持平
解放大道,24-19-26,1700,14.71,4,加重
利济北路,24-19-26,560,14.74,2,加重
香港路,24-19-26,710,7.39,3,缓解
民意四路,24-19-26,610,6.78,3,加重
珞喻路,24-19-26,750,9.45,4,缓解
临江大道,24-19-26,760,1.93,4,持平
拦江路,24-19-26,540,13.6,2,缓解
江汉二路,24-19-26,600,1.84,4,加重
团结大道,24-19-26,1120,15.24,3,持平
武汉大道,24-19-26,870,21.28,3,缓解
武珞路,24-19-26,1450,10.56,3,加重
武珞路,24-19-26,2820,16.71,3,持平
中山路,24-19-26,830,24.35,3,加重
中山大道,24-19-26,4240,6.62,4,持平
中山大道,24-19-26,880,5.85,4,持平
中山大道,24-19-26,1820,10.63,3,持平
中山大道,24-19-26,840,12.05,3,加重
南京路,24-19-26,590,3.99,4,加重
胜利街,24-19-26,1000,16.28,2,加重
民生路,24-19-26,640,6.14,3,加重
大智路,24-19-26,620,6.58,4,持平
鄱阳街,24-19-26,600,16.76,2,缓解
友谊大道,24-19-26,700,3.06,4,加重
友谊大道,24-19-26,600,8.52,3,持平
交易街,24-19-26,570,4.71,4,加重
和平大道,24-19-46,1000,16.12,3,持平
团结路,24-19-46,650,18.91,2,加重
台北路,24-19-46,1730,5.61,4,加重
京汉大道,24-19-46,6520,7.13,4,加重
京汉大道,24-19-46,6560,12.59,3,持平
解放大道,24-19-46,1390,5.71,4,加重
解放大道,24-19-46,930,8.65,4,加重
芦沟桥路,24-19-46,620,14.03,2,加重
沿江大道,24-19-46,740,1.22,4,加重
胭脂路,24-19-46,500,5.75,3,加重
洞庭街,24-19-46,520,13.3,2,加重
团结大道,24-19-46,510,13.95,3,持平
团结大道,24-19-46,1120,16.12,2,持平
武珞路,24-19-46,1580,13.22,3,加重
铭新街,24-19-46,780,4.91,4,持平
中山大道,24-19-46,2010,3.17,4,加重
中山大道,24-19-46,1520,11.94,3,加重
中山大道,24-19-46,1050,13.15,2,加重
南京路,24-19-46,610,11.56,2,缓解
胜利街,24-19-46,770,12.81,2,缓解
交易街,24-19-46,570,6.34,3,加重
